text,label
jasny vam nefunguji stranky a maji si to zakaznici opravovat sami. boze rychle od vas pryc.,0
"až . <repeat> : -((((( no jo no . <repeat> co naděláme , ale určitě to bude stát za to. nejvíce se těšíme na nový koutek. tak ať jde práce od ruky!",1
"jj bylo to jen o ""líbí se mi"" . <repeat> co naděláme , tak si nekažme víkend : -))))))",1
"uz jsem z nej prezranej , chtelo by to zmenu . <repeat>",0
jeden z těch hnusnějších . <repeat>,0
"tak to je škoda , že odešel.přeji mu hodně uspěchu.",1
tuto pouť jsem už vykonal . <repeat>,1
vzít si kofolu sebou do řecka,1
pořád ale není pivo za nákupku ve městě piva . <repeat> odkud máte ten skvělý chmel? proč se u nás pije tolik piva? protože žatec : -),1
"já přišla nedávno , ale kolikátá jsem , to teda nevím . <repeat> ale když jsem z toho náchoda , mohla by taška doputovat zrovna ke mně : -d",1
a co v český lípě ? <repeat>,1
ňufínek spinká : -*,2
škoda že taje jen co se dostane do ruky : d,1
a muj dotaz jste přehledly nebo je to umysl?,0
to je hezký : ),2
"přesně tak , to není důležité , radši to rozšiřte do dalších měst . <repeat>",1
nasdíleno : -),2
co je to za nesmysl určovat v dnešní době nejaký fup ! <repeat> a ješte k tomu nehorázne předražený ! <repeat> kdy už konečne přestanete okrádat lidi ! <repeat>,0
"jinak překlep znamená zmáčknutí jiné klávesy , takže se jedná o ""nedoklep"" : d vy jste opravdu číslo petře o2 guru",1
šikulka : ) je pěknej.,2
"proč tu píšete všichni ""zadar""? : -o",1
aplikaci užvímproč : -d,1
"gratuluji , jsou úžasníííííí ! <repeat> : o)",2
je to hrůza tenhle nový tmobil stále to hlásí samé chybky a ať zadám platné číslo hlásí to číslo neplatné no prostě otrava,0
"nechystáte nějakou aplikaci pro iphone ? nemyslím vánoční zvonění . <repeat> myslím třeba přehled vyčerpaných minut , upozornění na vyúčtování , . <repeat>",1
je další týden fuč a milka stále nidke ze sušeliéra : (,0
je to sníh na stromě ve tvaru ledního medvěda : ),1
a když má roční rodinné předplatné tak co ? <repeat> platím tohle zvlášt nebo ne ? <repeat>,1
"jsi další , který nepochopil , že jde o poličku a né o to , že každý bude mít parfémy á2000kč . <repeat> takže sorry sračko",0
"ne , stačil nevěřícný pohled z okna",1
"dobrý den , fotky jsem zaslal před týdnem , ale kreditů ani jakoukoliv reakci jsem od vás nedostal. funguje ještě fotomat? : )",1
a co jako že má 13 mpx?,1
". <repeat> škoda , že jsem náročný : d",1
už se moooc těším ! <repeat>,2
"voní to krásně , ale není to parfém. edt=toaletní voda : -)",2
"ano , taky se mi to tak zdá : d",1
"mám . <repeat> : -) . <repeat> nemyslím že klasická je lepší , ke každému pasuje něco jiného . <repeat> každá máme tu svou",1
"snadno , kolikrat ho nekde zapomenu : -d",1
no přece andělík ten je nejkrásnější,2
"tak to mě mrzí , doufám , že nám dáte vědět , až se záhada vyřeší",0
některé mobily zejmena ty starší nepodporují nastavení pomocí sms. : -),1
"já se nepřipojím , protože už jsem nestihl předchozí otázky.",1
se jí vůbec nedivím . <repeat> : o),1
byl bych rad kdyby mně nikdo odpověděl. nebo je to takovy problém?,0
sem chtel koupit,1
tak to by mělo být levnější a ne takhle drahý a ještě se závazkem,0
jj stačilo děkuji,2
jako u nás doma. : -),1
"ok , díky. takže si mám pořídit iphone , abych měl aplikaci? na blackberry kašlete . <repeat> : -/",0
"co takhle místo kávovaru udělat akci na kapsle , jsou neskutečně drahý",0
moc hezkýýýýýýýýýýýý ! <repeat>,2
je to láska.,2
"ano , bola by som veelmi vdacna : )",1
tak minulé to bylo asi lepší . <repeat> : ).,0
je divné že vám hra běží v pořádku když nám přestanou bubliny úplně běžet . <repeat> potom zbytečně zahozený pokus . <repeat>,1
tím jste mi ale neodpověděli na otázku proč máte na každé prodejně jiné ceny . <repeat>,0
"mam takovy pocit , ze tady ti nikdo nepomuze , jestli ti muzu doporucit zavolej si na operatora",1
určitě ochutnám : ),2
a může vyhrát i podnikatelka?,1
krásná . <repeat> nádherňučká . <repeat> : )),2
tak to je super . <repeat> zítra se k vám chystáme . <repeat> : ),2
jen tak dál,1
už je hotový : d vevnitř už se svití . <repeat> : d,1
odesláno. a nic nechci : ) jinak ta čepička je docela velká.,1
"změna neproběhla. to , že se někde nedává , je chybou zaměstnance.",0
a druhý dotaz?,1
"chcete mi říct , že se to nikomu n e l í b í ! <repeat> : d",0
"přeci tu nemůžeme všichni čekat třeba další 2 , 5h do západu slunce : -(",1
"dobrý den , bude někdo někdy odpovídat na dotazy na ""mcdonalds <user> .cz"" ? předem děkuji.",1
luxusní vuně. . .,2
tak ten mám a žádnej jinej . <repeat> : -),2
to si asi nebyla na muzeu : -) tam se to nevejde ani do skladu : -),1
těším se až se v budoucnu přijedu podívat na slůňata i do prahy!,2
paráda ; -) těšíme se : -),2
"co tahle pořádné slevy na telefony , nebo nějaké pořádné zvýhodnění , atd . <repeat> ty vaše dárky jsou o ničem , vy ani nic dát nechcete.",0
kdy bude zas soutěž o samsung galaxy s3,1
"klasika neklasika , prostě pěkná vůně , lehká svěží , vznáší se kolem , do citrusova a tak čistá! jen zlevnit by ještě mohla!",2
jak bych mohl . <repeat> dárky nosí ježíšek . <repeat> a až na štědrý večer . <repeat>,1
o půlnoci se končí? : o),1
to vypadá dobře,2
tak nějak tuším jaká bude odpověď. ale třeba překvapíte . <repeat>,1
primlouvam se taky za poldinky. ty jsou vyborny,2
"<user> boková : suhlas , nada mala byt jednoznacne bez plaviek . <repeat> aspon dufam ze to ti vadi . <repeat> : p : d",1
to úplně vypadá jako když mají hračku : ) je krásná!,2
"dobrý den , chystáte do nabídky blackberry 9790 qwertz?",1
"nevěděl jsem přesnou cenu , ale došlo mi , že to levný nebude : )",1
"děkuji , hezký večer",2
já chci taky nějaké všimné ! <repeat>,1
"děkuji , jáji , mně se tenhle od aquilery líbí nejvíc : )",2
"na internetu dokonce píší brněnská zoo lešná , přitom ta je ve zlíně",1
"no je pravda že radotín , pro ten by bylo hodně lidí",1
a tak naplněnej : ),1
jedu hnet kdy,1
tak to upřímně nechápu . <repeat> ale budiž ;,0
a na sekyru by to nešlo ? : dbo prvně vyskušam bo se mi tam nelibi ten nápis : d,1
"jůů , berušková polička . <repeat> líbí se mi , posílám paleček : o)",2
"koupil bych písmena h , l , u klidně i jednotlivě. díky za nabídky do zpráv",1
jen aby se mu při tý kofolonisaci nepřehřála plasma . <repeat>,0
"žádný olizování , radší si na ní pěkně pochutnat : -d",1
"jde myslím o zvýhodněný balíček při dobití nad 300kč a je to víkendové volání za 0 , 50/minutu nikoliv zdarma.",1
"no hani já nevím , ono od 13h jednoho dne do 12h druhého dne je pořád jeden den. teda aspoň u mě , ale nevím jak u tebe : -).",1
"tak s tím s vámi souhlasím , proto je mi divný , že u vodafone a o2 běží původní záruka a tady mi říkají , že zcela nová.",1
jini operatoři jsou ješte draši tak si běšte k tem drahem,0
"jdu do práce , takže ani na jednu malou točenou : /",0
"nádherní , jednou bych si ho chtěla pochovat : )",2
"krásná , svěží květinová vůně na léto : ))povedla se.",2
jitka er : asi vas nikdy nevypnul . <repeat> a posledni vypadek site ste asi taky nezjistila . <repeat> je videt ze telefon ani nepouzivate . <repeat>,0
ty dvě plecka nemaj chybu miluju každou reklamu kterou natočí : -d,2
naprostý souhlas,2
a proč nezavítá kofola do las vegas ? : d xd aby si trochu zahrála : )),1
dejte mi také vědět. díky,1
marcela koplová : queen to být nemůže.=),1
ted jsem tam byla s matyskem v sobotu a vřele doporucuji,2
to doufám ! <repeat>,1
"děkuji. napíši , jak jsem nakonec dopadl.",1
my se chystáme do zoo v praze zítra : ) a už semm moooooooooocccc těšííímm ! <repeat>,2
"ježíš , to je krása ! <repeat>",2
"zeptej se v restauraci nějakýho manažera , ráďo , mají tam takovej rozpis na celý rok . <repeat>",1
"a neplánujete něco jako vaše konkurence? například něco ve stylu ""t-mobile gangster"" : -)",1
my vám taky děkujeme ! <repeat> : -),2
"ono když jsem ji ješrě měla , tak jsem to zrušila přes net ale radši se ujistím , že to platí!",1
kacenko zklapni uz.,0
"díky bohu , že jsem potetovanej od hlavy až k patě a nemůže si mě nikdo splést s takovými pomatenci o_o",0
přeji krásný den všem : ),2
dnes opravdu vyhrává snad každý . <repeat> tak to je nahouby tedy . <repeat>,0
"jak se člověk dozví , že vyhrává tu bonboniéru ? <repeat>",1
už někomu něco došlo?,1
úplně jiné jednání s o2 guru . <repeat> naprostá spokojenost . <repeat> díky,2
je někde k nalezení tabulka skokanu ?,1
děkuji za odpověď.,2
bude ještě do konce roku sýrová sezóna?,1
"dobrý den , nemá někdo prosím přebytečných 5 bodů , co už nevyužije? darem nebo výměnou za něco? id : 1201071671",1
taky jsem vyhrála a jsem ráda. jen bych chtěla vědět kam napsat adresu. nezobrazil se mi výherní formulář. díky,1
bylinková . <repeat> moc dobrá : -),2
super dostala jsem se k narozkám ! <repeat> jsou fakt boží musím si na ně dávat pozor,2
i my se rádi podíváme!,2
hlavně že naďa má plavky . <repeat> *thumbs down*,0
takže jaká je ted barva ? <repeat> : d,1
"spíš jde o to , že napíšou na tabulku do školy/školy a přitom to chtějí pro sebe ne?",1
"chtěla bych poprosit , zda někdo má zbylé bodíky , zda mi mohl poslat dětem na čepici. moje id je 1922696044. děkuji moc a moc.",1
i kdyby šlo o značku aspon ten apple mají a nesedí doma s nokii,1
"jestli jsou to opravdu ty brazilské , tak si kupte o číslo větší.mají na sobě někdy i evropské číslování , ale nesedí to , jsou menší.",1
takže kdo lajknul tenhle status vyhrává 2l kofoly. výhru si můžete vyzvednout v nejbližší prodejně potravin za drbný poplatek cca 30kč : ),1
jo já se dovolala od kamarádky . <repeat>,1
tuto vůni buď milujete nebo nemůžete ani cítit ; ) patřím do té první skupiny : -),2
"sice taky děti nemám ale nápad dobrý , i pro školáky . <repeat>",2
pavel : naprosto souhlasím . <repeat> santa claus u nás opravdu nemá co dělat,0
děkuji za informaci : ),2
kazdův dvům mohu také jen doporučit všem. ! <repeat>,2
"lenko , takže microsim aktivována. pokud tam ještě jste , můžeme to dořešit hned.",1
ufon to posral technologíí né že by cdma bylo špatné ale ta frekvence : -/ škoda že tam nefungujou smartphony z usa,0
chci jet do prahy a chci mít dvojče : o)))),1
"dobrý den , kdy bude prosím vyhodnocení extra slalomu? děkuji",1
"všichni si vychvalujete o2 , . <repeat> ale o2 nemá tak kvalitní techniky : d",1
"tohle není žádný hnus , to je přeci sloní trus. na pole i deo zahrádky , tohle nejsou žádné hrátky! naše zoo přispívá , distribucí hnojiva. : -)",1
už zase leze . <repeat>,1
do vánoc? ; -),1
"jablonec n/n před pár minutama 3 , 2mb down a 1 , 7up . <repeat> za mě celkem spokojenost",2
"nutně potřebuju volat a dlouho mi to nefungovalo . <repeat> a teď , když už signál mám , ho stále nemá ten druhý . <repeat> fakt výborný . <repeat>",0
ano klidně i týden.,1
toho bych chtěl mít doma . <repeat>,1
"rodinný domek , k němu auto , bazén a chladící sklad na kofolu : ))",1
chtěl bych ho rozvázat : -),1
"mam 3 měsíce hospu , točím kofolu a lidi li milujou! : -d když ji miluješ , není co řešit ; -)",2
poslete mi nekdo aspon to h : d at v zivote aspon neco vyhraju ; d,1
"vylezou obě . <repeat> ale až uviděj jaká je venku zima , tak se rychle vrátěj zpátky do skořápek . <repeat> : -)))",1
moc příjemná a krásná vůně . <repeat>,2
"nene nedošla mi , písla jsme vám sz",1
dáte tam někdy něco normálního ?,0
měla by se zavést donáška až domů : -),1
někdo nám je ukradl. já chci miminka!,0
"vzdy je lepsi to spustit zkusebne na par hodin alespon na vyzkouseni , aby se zjistilo , zda to pobere tolik lidi v aplikaci : -)",1
"ahoj , kde seženu v praze 8 , 7 nebo 9 pěnokníra , díky moc : d",1
taky učko shánim : d,1
"děkuju vodafonu že mi neodepisuje ve stylu o2 ""ano , když vám vydrák volá z ciziny , platí 3 , 90 , - a vy nic.""",2
"roman se nediv , když je to magnum : )",1
"dnes 2 , 5roku bez cocacoly , díky kofole!",2
kdy zase bude sýrová sezona ? <repeat>,1
děkuju moc . <repeat> ale tohle sem zkoušel . <repeat> nevím kde je chybka : ) ale nikdy to nedělalo. až z ničeho nic : ),1
"ač do toho nevidím , pochybuju.",1
má někdo zkušenost?,1
také se těším ; o) snad to pošta stihne co nejdříve ; o),2
vodu z vodovodu dát na tři minuty do mrazáku. osvěžující a skoro zadarmo.,1
"jste na fanouškovský stránce kofoly a píšete tu , že radši pivo . <repeat> jste divný : p : d",0
"nejlepsi na ty samosce je , ze pristup k ni neni sifrovanej a neda se to sifrovani ani vynutit rucne zadanim https . <repeat> fail.",0
potřeboval bych pomoct se straceným telefonem se sítí o2 tak jestli by ste mi mohli nějak pomoct tak bych byl rád a děkuju patrik . <repeat>,1
jak to myslite to cislo je o2,1
a která se ti líbí nejvíc z těch vůní? mě jadore.,2
"konkrétně s tím , že se nemohu od včerejšího dne přihlásit . <repeat> dokonce se stránky samy od sebe přepnou do anglické verze",0
motorkářská restaurace poděbrady-),1
"můžu se zeptat?když si dám 3 chickenburgery , tak mi nemůžete dát kupoony ? <repeat>",1
"zdechlí lidi , udělat si sami doma vajíčka <d> d",0
"<user> totální zmatek! o2 prodejna píše že nano sim nemají a nelze objednat , centrální web tvrdí pravý opak. čas změnit operátora?",0
a kdo je ten jubilejní fanoušek? : ),1
johny knírač,1
"mě to samý , hned letěly do koše . <repeat> bohužel : (",0
amavel dortíčky - jednohubečky do pusinečky!,2
"co se týče vyúčtování , bylo mi přislíbeno , že za tento měsíc za internet platit nebudeme , tak doufám , že to tak bude",1
jak tam má někdo zašité bečky pod střechou : o),1
kočky sou nej. a tenhle krasavec k nim patří <heart_suit>,2
"jojo , tak nějak s tím počítám : ) tak budud oufat , že stihnu nasbírat aspoň na nějakou jinou věc",1
nez se na neco zeptate tak si to tu trochu proctete at nejste za blbce.,1
qwerty jako co jinyho ?,1
prosím o 5 bodíku navíc na tabulku nepričetly mi všechni body tak kdyby měl někdo navíc čisloje 1768263327 prosím,1
akorad ty zviratka mucite a tyrate stop zoo pustte je do volny prirody myslite ze je jim u vas lip než ve volny prirode ja myslim ze ne,0
"na mcchicken nedám dopustit : -d ale ne , to jsem nesnědla všechno já ; )",2
"myslím tim všechny ty narozeniny 1. , 40. a 110.",1
kdo založil tenhle profil? : ),1
"zdravim vsechny , nevite proc neni soutez o kofomobily taky v decinskem okrese ?",1
dobrý den. chci se zeptat zda budete mít do vánoc skladem huawei ascend g300. díky,1
taktéž mi to stále nefunguje : -(,0
"si dej do láhve s kofčou vanilkový lusk , nejlépe ""burbón"" a čekej . <repeat> třeba to klapne : p",1
"a jak se pozná , že je někdo prvňák? má vypálený na čele cejch? : d",1
"nezáviď tomíku , není co ; )",1
mi to funguje normálně. zkus to znov,1
je takový nevýrazný . <repeat> chtělo by to nějaký zajímavý dressing : ),0
tvrdý toast? kde?,1
tak tak kočena má famózní díru mezi zubama : -))),1
doufám že mě budou hasit kofolou a ne coca-colou páč od cocacoly bych byl mrtě zaslazenej blee : d,1
už tady byly čtvrtí operátoři a zanikli během chvíle. kde je takovej ufon apod ? <repeat> v čr si nevybereme.,1
"dobrý den , teď jsem si zablokoval pin a neznám puk , nedá se to tady od vás zjistit?",1
bylo by fajn kdyby byla restaurace i v podkrkonoší.,1
"vypadá to , že vám nejde web : o( . <repeat>",0
"kolega ma stejnou otazku. reseni ""dvojsim"" je k nicemu. uvazuje vodafone o zlepseni teto funkce na pouzitelny stav?",0
pořiďte si telefon za 7 korun a upište se na 2 roky . <repeat> prostě fér nabídka . <repeat>,0
koukam ze ma hodne lidi malo prace kdyz resej takovy blbosti . <repeat>,0
"co znamená hlaška , která mi příšla . <repeat> právě jsme vám zrušili ordermli ? hezký den , vodafone",1
abych já pravdu řekl tak 3d nemusím ale je to na vás jak se rozhodnete,0
chci se zeptat ten vodafone tablet da se jestě sehnat nebo už ne děkuju,1
prosím nevíte někdo co to je za rasu ten malinký ? <repeat> prosím : ))),1
gratule patří hlavně mamině k uspěchu,2
byla jsem . <repeat> doporučuji božíí ; ) : d,2
"ale jinak myslím , že se tady zbytečně troškaří , proč ne rovnou tripple royal , nebo aspoň double tasy?",1
"jojo , jde si nechat číslo : )",1
ale aspoň se měl dobře v zoo . <repeat>,1
hmm to vidím na návštěvu mc : d,2
no je čas zase navštívit zoo : -),1
"už mi mail dorazil , děkuji : -)",2
chtěla bych se zeptat zda jde kdyz mam cislo u vodafonu a chci prejit k o2 ale chci si ponechat svoje stare cislo . <repeat>,1
i vám ať se vám v příštím roce daří : -),2
dávám přednost jinému telefonu než iphonu,1
: d myslim ze xiek bude asi dost malo : d,1
"ivano , pokud mi body připíšou a objednám co bude tak vám pro děti body ráda dám , bohužel nevím kdy to bude a kolik . <repeat>",1
"jujuuuuuj to je šmudlík : ) ještě by to chtělo sobí mimiško , mimo jiné gratuluji a at je hlavně zdravoučkej",2
"včera kolem půlnoci byla nervoznější , a nic. : ( asi si ten mediální zájem užívá , že to tak napíná : d",1
provokatéři . <repeat> : d,1
já svůj názor nezměním po 12.letech se toho hodně zhoršilo . <repeat>,0
ano znam a pouzivam . <repeat> je skvely i na vysusenou pomozku a presusene a lamave vlasy . <repeat> vlastni zkusenost ; -) a vyborna-doporucuji.,2
"škoda , že je to limitovaná edice. je fakt supr a dokážu si jí představit pít třeba i v červenci. : ))",2
"neházejte všechny restaurace do jednoho pytle. od nás budete odcházet jen a jen spokojení : -) na dobré chuti záleží , dopřejte si jí . <repeat>",1
jak si můžu zjistit přes *123# zjistit podrobnosti tarifu? dost jsem se v tom patlal . <repeat>,1
"děkuji , nevím , kdy to je?",1
urcite jsem taky pro tetovani,2
jdu spát : -),1
". <repeat> díky , určitě bude ! <repeat> : o)",2
richard se s tím jako vždy příliš nepatlal. ale sněhulák to byl krásnej . <repeat> i když vydržel jen pár minutek : -))),1
ale ty výsledky tam oni musí vidět na t-mobile ne . <repeat> taky se mi neuložil výsledek : (,0
: -) úžasný vánoční jukebox . <repeat> díky,2
"tak nechápu , proč tady pořád nadáváte. asi se vám tak moc stýská , jinak si to vysvětlit nedokážu. : -)",0
"samo , to je zbytečná otázka : d",1
to tělové mléko jsem měla a k tomu ještě sprcháč a náherně voníííí : )),2
i já doufám <d> d,1
"byl bych zvedavej kolik lidi vola čezu když vypadne proud , nebo vodárnám když neteče voda . <repeat>",1
"opravdu krásná sada , uvidíme co na to řekne přítel : ))",2
"16 , 67 kč za jednu návštěvu , to je opravdu hrozné zdražení . <repeat>",0
"dal nekomentuji , svuj nazor sem vyslovil. ctim prislovi ""moudrejsi ustoupi"" a necham vas stale jen mrmlat : )",1
děkuji za informaci,2
"vedle postele , na nocnim stolku - rano me budi",1
mohla byste mi prosím poradit jak aktualizovat? když dám v telefonu aktualizovat tak se telefon hlásí jako aktuální . <repeat>,1
pro mě je to zbytečný za dva měsíce tam budu mít z minulého měsíce třeba 400sms který tam budou uplně zbytečně,1
a odpoved nikde asi tam z tech usilovne pracujichch specialistu nikdo neni . <repeat> : d jsou fakt trapni,0
"děkuji , já také doufám. přeji krásný večer.",2
"neplánujete dát mezi slevy slevu na pizzu zlín , otrokovice? děkuji : -)",1
můžu si jednu objednat domů?,1
"už se moc těšim , až je uvidim naživo : -)",2
chybí mi ještě 3 bodíky prosím kdyby někomu zbyly id : 1630586128 předem děkuji,1
"do předmětu zkuste napsat ""soutěž"" : )",1
"dobrý den , chtěl jsem se zeptat , jak je to v tarifu bav se s mých pět s internetem v mobilu ? <repeat>",1
"to jsem teda dlouho nebyla v praze , když tam mají koupáníčko pro prcky určitě tam zajedeme . <repeat> : o)",2
a opět akcička v praze- že mě to udivuje,0
a hlavně nádherná vůně : -)))),2
to je nádhera!,2
ysl l'homme - (tester) pánská edt 100 ml prodáváte s víčkem nebo bez? děkuji petra franková : -),1
"pavel zubík ty telefony vyhraje všechny. : )) je to kluk sikovnej , gratuluju mu a moc!",2
děkuji kristýnko že jsi si na mě vzpoměla jsi zlatíčko,2
"kolo štěstí už nefunguje? to je dost škoda , i když výhra byla jednou za uherský rok . <repeat> : o)",0
to mam doma : -d asi to začnu používat když to stojí tolik : -d,1
dostanu h . <repeat> : -( ale pár desetikorun kreditu mi nadělit můžete : -) kolik je přednabitá sim karta ? 50 kč ?,0
pokus o prvni krucky . <repeat> nadhera : ),2
"remcalisti . <repeat> obcas se stydim za to , ze jsem cech . <repeat>",0
no dělá to napínavý jak kšandy . <repeat>,1
"těžko , když v hradci dneska neběží : -(",0
.nemůžete mít všechno : dd,1
"já ho teda nejedla , ale přítel říkal , že je to hnus první třídy : d",0
když se peníze uhradí přes jejich web tak je to do pár hodin . <repeat> : ) (do dvou tuším),1
mě by ani nenapadlo nasypat kódy jen tak do obálky . <repeat> vždycky lepím izolepou . <repeat>,1
"to by bylo fajn , popřemýšlím-už mám toho poskakování u plotny někdy dost.",1
"bež ho reklamovat s tím , že ti nefunguje aktualizace",1
je nádhernej ! <repeat> určitě už dělá samou radost : -),2
funpark - tanvaldský špičák nikde jsem nenašla od kolika do kolika hodin bude tato akce,1
ano děkuji své dotazy už mám vyřízené : o)),1
nooooooo výborně : -d,1
"aby jste s ní mohl pěkně manipulovat , jak by se vám zachtělo , co? tůdle.",0
"ale jojo existují , přítel ted našel motokáry za 1kč . <repeat> : -)",2
přesně : / proto hledám něco podobného,0
toje hodně peněz erura,1
pevná linka?,1
tak uz kouká paráda nemůžu se dočkat,2
"chtěl bych poděkovat za profesionální přístup operátorovi na lince při řešení mého problému. mrzí mne , že si nepamatuji jeho jméno . <repeat>",2
přeju krásný narozeniny : ),2
její příběh je zapsaný v jejím pohledu . <repeat>,1
"dobrý den , zrušili jste mi službu po svém. kam mám poslat reklamaci? (emailová nebo poštovní adresa)",1
chci si pořídit : -),2
a pěstoval inu jenom tu květinu lééééékořiciiiii,1
"on by porad byl na dvou sim kartach. jenom by byl na druhe , ktera by mela i hlasovy tarif.",1
už jdu stepovat před krám a čekat kdy jim tam dojde : ),1
k.ch : vymysli něco lepšího ; ),0
můžete mi prosím poradit na jaké číslo se volá pro operátora tm? děkuji,1
no jako žádná hitparáda jestli je to to co bylo loni . <repeat>,0
"taky jsem velice zklamaná , že body stále nejsou načtené . <repeat> je to děs tento systém a ty hodnotnější ceny hodně rychle mizí . <repeat> hrůza",0
já tam zítra posílám dosti temperamentní kamarádku : -) a jinak naprosto souhlasím se sašou.,1
"dnes jsme byli a bylo to úžasné! - díky za delší otvíračku , maximálně jsme ji využili : -)",2
"to bude s nějakou aviváží , ne? : d",1
ponozek neni nikdy dost!,1
"já se ted nejraději obklopuji cacharel amor amor , calvin klein euphoria a hugo boss intense , jeden z nich mám od vás takže dodatečně děkuji : )",2
těžko s těmi mobilními fup . <repeat>,0
"ten název je tak blbej , že to víc ani nejde",0
děkuji )))* aspoň mohli napsat že je to moje fotka : d copyright : d,1
přejeme krásný nový rok a mnoho spokojených zákaznic i zákazníků . <repeat> : -),2
"bohužel mě se nelíbila : -( , na mě sladká , těžká a dusivá : -( , ale to je věc vkusu a nosu - 100 lidí , 100 chutí : -)",0
jéééé tak ještě jednou děkuju 8-),2
"kluci v akci , co vaří v kauflandu? ? : -d děkuju , nechci . <repeat>",0
taky jsme sháněli pěnoknír ale nikde v okolí moravské třebové snad není : (,0
ve znojmě už asi 4 hodiny mobily nejsou : ),1
mě to právě nechce pustit do nastavení mých5! : -/,0
stránka neexistuje (chyba 404) odkazovaná stránka neexistuje. budete přesměrováni na domovskou stránku.,1
"tak co , kdo už něco vyhrál v bingu? : d",1
jan štol : výsledky se na webu zobrazují se zpožděním . <repeat>,1
no to je foor i když sem si je tam dělal sám tak nic moc,0
"jojo , taky si říkám , že nejen děti . <repeat> pro dospělé něco nechystáte?",1
"jé , modrý měsíc , to by šmoulové měli radost : -)))",2
moc děkují ondro . <repeat>,1
všecko nejlepší ; ) a hlavně pořádnou oslavu,2
tak určitě ano ; ),1
a kam jste co vyplnovali?mě se teda nic na vyplněn neukázalo,1
tohle je nejlepší v celém mekáči. prostě božíííí,2
"je žůůůůžová , naprosto dokonalá : ) ať se jí v životě daří a ať roste jako z vody . <repeat> máme z ní všichni velikou radost : d",2
takovemu milackovi clovek odpusti : -)krasny : -),2
"a to je právě ta velká zlodějina . <repeat> platím paušál , mám právo na počet zaplacených minut. nehorázné ! <repeat>",0
chtěla bych poděkovat moc mě potěšila výhra moc děkujuuuuu : : : : : : )))))))))))) superrr,2
"nemohli by takhle běhat častěji i s jinými telefony , přeci jen iphone 5 není pro každého až takový lákadlo. chytrá kalkulačka na nic : d",1
jen pro zajímavost jak bude konkurence jdu k ni protoze jen okrádat za služby které lidi ani nechcou.,0
"dobrý den , potřebuji v telefonu vypnout datové přenosy . <repeat> stahují se mi pořád nějaká data : -)tel. mám sony erricsson x8 díky : -)",1
"přeji , aby vaše receptura byla tak stále výborná a všem vaše čokoláda stále moc kouzeelně chutnala.",2
děkuju moc . <repeat> : ),2
tak jak to je? uz jsou nejaci vyherci ? <repeat> : -),1
"gottwaldov a názvy našich vesnic za 2. světové války se zobrzují pouze , když máte telefon nastaven v němčině ; )",1
katka boková : omg . <repeat> ty si jedna z tych femi . <repeat> pravdepodobne,0
"platíme 8mbit , máme údajně 6 , reálně tak 4-4 , 5. prý pomalá ústředna , kabeláž je relativně nová a ústředna je ""za rohem"".",1
"3 píva za 29? jděte se vycpat - neřeknu , kdyby za 3 kč . <repeat>",0
"špatná správa , mamka je březí.",1
hele ale chutná nejak jinak nez predtim . <repeat> neco je v nem jiného,1
pikantni omáčka kterou si střikneš do zadečku a pak vytlačiš na maso a pak mužes vesele podavat,0
tak tam máte chybu . <repeat>,0
nechcete udělat i beyedný : ),1
"jo dal sem si mcmenu náhodou nedávno a dostal sem velký kulový , tak aspoň napište že je to k tomu velkýmu menu (velký hrancle , , 0 , 5l nápoj)",0
a víš proč? protože jim budeš muset zaplatit paušál až do té doby co ti končí smlouva . <repeat> si neboli jsme upsaný dáblu !,0
chtělo by to otevřít new restauraci v brně . <repeat>,1
"tedaa , ta je kouzelná ! <repeat> tak at se jí dobře daří ! <repeat> : ))",2
"proč vodafone nenapíše popravdě jaké výpadky hlásí? volání , inter.bankovnictví atd . <repeat>",0
všechny restaurace v tom seznamu nejsou. karlovy vary i fajn menu také nabízí a v seznamu chybí.,1
sem sním : d,1
úžasný obchůdek : ) - kdy můžu u vás očekávat novinku od lancome tresor in love? : ) anebo giorgio armani code summer? : ),2
rozdávat lístky na příští rok zdarma : -),1
tak to jde videt ze je dobrej hlidaci pejsek.,2
nový foun nebo notebook páš jsem si ho pěkně roztřískla : d,1
"taky mi to včera vyšlo , radost velká , těšim se na kredity : ) díky moc : )",2
"nápodobně , krásná čičinka",2
jo ale já tam nejsem,1
"aplikace na appstoru koukam schvalena : ) uz ji vidim . <repeat> tak snad zaslete jeste jeden pro ios , na ten android mi to je k nicemu . <repeat> : )",1
s nákupem jsem byla vždy velice spokojená. určitě se zajdu kouknout i do kamenne prodejny.,2
"tak me mapa na chromu sla , ale nez sem tam dojel , bylo pozde.zase.",1
je to pecka! takovou vec jsem jeste nikdy nevidel!,2
jenom 72 hodin? já posílala dotaz někdy minulý týden a odpověď stále nedorazila.,0
já chci taky,1
vsak ja to minil teoreticky a trosku jsem se zasnil . <repeat> a pominul specificnost naseho trhu (.,1
"nakup všechno co mám , jinak ti seberu ledničky a nenechám ti ani krýgl od kofoly : d",1
hurá : ) kofola a citrusek už se chladí : ),2
nemá chybu!,2
tomu se říká velký třesk ; -),1
"a pokud je to paris , pak bych to sklonila jako ""parida"". ale to je asi jenom věc názoru , možná se smí obojí.",1
"dobrý den , manželovo číslo se hlási jako neexistující. máte nějaký výpadek sítě? děkuji",1
jak se ma drahy zadar?,1
